idTaxon;taxonNome;idPan;pan_nome
1708;Heraclides himeros baia;CBC_01.01;(Finalizado) Lepidópteros
1709;Heraclides himeros himeros;CBC_01.01;(Finalizado) Lepidópteros
1661;Hyalyris fiammetta;CBC_01.01;(Finalizado) Lepidópteros
1662;não é mais subespécie;CBC_01.01;(Finalizado) Lepidópteros
1641;Magnastigma julia;CBC_01.01;(Finalizado) Lepidópteros
1664;Mcclungia cymo fallens;CBC_01.01;(Finalizado) Lepidópteros
1665;Melinaea mnasias thera;CBC_01.01;(Finalizado) Lepidópteros
1720;Mimoides lysithous harrisianus;CBC_01.01;(Finalizado) Lepidópteros
1666;Morpho epistrophus nikolajewna;CBC_01.01;(Finalizado) Lepidópteros
1667;Morpho menelaus eberti;CBC_01.01;(Finalizado) Lepidópteros
1801;Moschoneura pinthous methymna;CBC_01.01;(Finalizado) Lepidópteros
1669;Napeogenes rhezia rhezia;CBC_01.01;(Finalizado) Lepidópteros
1632;Oxynetra roscius iphimedia;CBC_01.01;(Finalizado) Lepidópteros
1672;Orobrassolis ornamentalis;CBC_01.01;(Finalizado) Lepidópteros
1675;Pampasatyrus glaucope boenninghauseni;CBC_01.01;(Finalizado) Lepidópteros
1677;Pampasatyrus gyrtone;CBC_01.01;(Finalizado) Lepidópteros
1823;Panara ovifera;CBC_01.01;(Finalizado) Lepidópteros
1817;Parapoynx restingalis;CBC_01.01;(Finalizado) Lepidópteros
1633;Parelbella polyzona;CBC_01.01;(Finalizado) Lepidópteros
1728;Parides ascanius;CBC_01.01;(Finalizado) Lepidópteros
1729;Parides bunichus chamissonia;CBC_01.01;(Finalizado) Lepidópteros
1730;Parides burchellanus;CBC_01.01;(Finalizado) Lepidópteros
1735;Parides panthonus castilhoi;CBC_01.01;(Finalizado) Lepidópteros
1649;Paulogramma hydarnis;CBC_01.01;(Finalizado) Lepidópteros
1807;Perrhybris pamela flava;CBC_01.01;(Finalizado) Lepidópteros
1824;Petrocerus catiena;CBC_01.01;(Finalizado) Lepidópteros
1678;Polygrapha suprema;CBC_01.01;(Finalizado) Lepidópteros
1635;Pseudocroniades machaon seabrai;CBC_01.01;(Finalizado) Lepidópteros
1822;Rhetus belphegor;CBC_01.01;(Finalizado) Lepidópteros
1680;Scada karschina delicata;CBC_01.01;(Finalizado) Lepidópteros
1681;Tithorea harmonia caissara;CBC_01.01;(Finalizado) Lepidópteros
1636;Turmosa camposa;CBC_01.01;(Finalizado) Lepidópteros
1827;Voltinia sanarita;CBC_01.01;(Finalizado) Lepidópteros
1637;Zonia zonia diabo;CBC_01.01;(Finalizado) Lepidópteros
10805;Chrysocyon brachyurus;CENAP_05.01;(Finalizado) Lobo-guará
11151;Alouatta guariba guariba;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11161;Brachyteles arachnoides;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11162;Brachyteles hypoxanthus;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11133;Bradypus torquatus;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11259;Callicebus melanochir;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11263;Callicebus personatus;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11441;Callistomys pictus;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11168;Callithrix aurita;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11169;Callithrix flaviceps;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11506;Chaetomys subspinosus;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11176;Leontopithecus caissara;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11177;Leontopithecus chrysomelas;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11178;Leontopithecus chrysopygus;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11179;Leontopithecus rosalia;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
10794;Mazama bororo;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11463;Phyllomys brasiliensis;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11473;Phyllomys thomasi;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11474;Phyllomys unicolor;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11237;Sapajus robustus;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11238;Sapajus xanthosternos;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11498;Trinomys eliasi;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
11501;Trinomys moojeni;CPB_03.01;(Finalizado) Mamíferos da Mata Atlântica Central
10974;Lonchophylla dekeyseri;CECAV_01.01;(Finalizado) Morceguinho-do-cerrado
11161;Brachyteles arachnoides;CPB_01.01;(Finalizado) Muriquis
11162;Brachyteles hypoxanthus;CPB_01.01;(Finalizado) Muriquis
9078;Pauxi mitu;CEMAVE_06.01;(Finalizado) Mutum-de-alagoas
9066;Crax blumenbachii;CEMAVE_01.01;(Finalizado) Mutum-do-sudeste
10816;Puma concolor;CENAP_04.01;(Finalizado) Onça-parda
10815;Panthera onca;CENAP_03.01;(Finalizado) Onça-pintada
11506;Chaetomys subspinosus;CPB_02.01;(Finalizado) Ouriço Preto
10466;Amazona pretrei;CEMAVE_09.01;(Finalizado) Papagaios da Mata Atlântica - 1º ciclo
10467;Amazona rhodocorytha;CEMAVE_09.01;(Finalizado) Papagaios da Mata Atlântica - 1º ciclo
10468;Amazona vinacea;CEMAVE_09.01;(Finalizado) Papagaios da Mata Atlântica - 1º ciclo
10103;Alectrurus tricolor;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9495;Anthus nattereri;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9317;Asthenes hudsoni;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9341;Coryphistera alaudina;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9909;Gubernatrix cristata;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9358;Leptasthenura platensis;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9381;Pseudoseisura lophotes;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9599;Scytalopus iraiensis;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9982;Sporophila hypoxantha;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9988;Sporophila melanogaster;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9994;Sporophila palustris;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9997;Sporophila ruficollis;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
9482;Xanthopsar flavus;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
10242;Heteroxolmis dominicanus;CEMAVE_12.01;(Finalizado) Passeriformes dos Campos Sulinos - 1º ciclo
8708;Mergus octosetaceus;CEMAVE_18.01;(Finalizado) Pato-mergulhão - 1º ciclo
10869;Inia geoffrensis;CMA_02.01;(Finalizado) Pequenos Cetáceos
10875;Pontoporia blainvillei;CMA_02.01;(Finalizado) Pequenos Cetáceos
10861;Sotalia guianensis;CMA_02.01;(Finalizado) Pequenos Cetáceos
11147;Alouatta belzebul;CPB_05.01;(Finalizado) Primatas do Nordeste
11247;Callicebus barbarabrownae;CPB_05.01;(Finalizado) Primatas do Nordeste
11252;Callicebus coimbrai;CPB_05.01;(Finalizado) Primatas do Nordeste
11232;Sapajus flavius;CPB_05.01;(Finalizado) Primatas do Nordeste
11238;Sapajus xanthosternos;CPB_05.01;(Finalizado) Primatas do Nordeste
11194;Saguinus bicolor;CPB_04.01;(Finalizado) Sauim-de-coleira
11524;Trichechus inunguis;CMA_04.01;(Finalizado) Sirênios
11525;Trichechus manatus;CMA_04.01;(Finalizado) Sirênios
9534;Antilophia bokermanni;CEMAVE_08.01;(Finalizado) Soldadinho-do-araripe - 1º ciclo
12247;Caretta caretta;TAMAR_01.01;(Finalizado) Tartarugas Marinhas  - 1º ciclo
12248;Chelonia mydas;TAMAR_01.01;(Finalizado) Tartarugas Marinhas  - 1º ciclo
12251;Dermochelys coriacea;TAMAR_01.01;(Finalizado) Tartarugas Marinhas  - 1º ciclo
12249;Eretmochelys imbricata;TAMAR_01.01;(Finalizado) Tartarugas Marinhas  - 1º ciclo
12250;Lepidochelys olivacea;TAMAR_01.01;(Finalizado) Tartarugas Marinhas  - 1º ciclo
10875;Pontoporia blainvillei;CMA_03.01;(Finalizado) Toninha - 1º ciclo
10792;Blastocerus dichotomus;CENAP_11.01;Ungulados
10794;Mazama bororo;CENAP_11.01;Ungulados
10796;Mazama nana;CENAP_11.01;Ungulados
10799;Ozotoceros bezoarticus bezoarticus;CENAP_11.01;Ungulados
10800;Ozotoceros bezoarticus leucogaster;CENAP_11.01;Ungulados
11132;Tapirus terrestris;CENAP_11.01;Ungulados
10802;Tayassu pecari;CENAP_11.01;Ungulados
10410;Diomedea dabbenena;CEMAVE_26.03;Albatrozes e Petréis - 3º ciclo
10411;Diomedea epomophora;CEMAVE_26.03;Albatrozes e Petréis - 3º ciclo
10412;Diomedea exulans;CEMAVE_26.03;Albatrozes e Petréis - 3º ciclo
10413;Diomedea sanfordi;CEMAVE_26.03;Albatrozes e Petréis - 3º ciclo
10439;Procellaria aequinoctialis;CEMAVE_26.03;Albatrozes e Petréis - 3º ciclo
10441;Procellaria conspicillata;CEMAVE_26.03;Albatrozes e Petréis - 3º ciclo
10417;Thalassarche chlororhynchos;CEMAVE_26.03;Albatrozes e Petréis - 3º ciclo
10827;Pteronura brasiliensis;CENAP_08.02;Ariranha - 2º ciclo
10480;Aratinga solstitialis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9530;Arremonops conirostris;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9211;Campylorhamphus cardosoi;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9214;Campylorhamphus multostriatus;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10316;Capito dayi;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10334;Celeus torquatus pieteroyensi;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9282;Chamaeza nobilis fulvipectus;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9344;Cranioleuca muelleri;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9067;Crax fasciolata pinima;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9069;Crax globulosa;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9176;Cyanocorax hafferi;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9223;Dendrexetastes rufigula paraensis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9227;Dendrocincla merula badia;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9235;Dendrocolaptes medius;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9237;Dendrocolaptes transfasciatus;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9240;Dendrocolaptes retentus;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9415;Grallaria varia distincta;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10499;Guaruba guarouba;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
8667;Harpia harpyja;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9246;Hylexetastes brigidai;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9422;Hylopezus paraensis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10254;Tunchiornis ochraceiceps rubrifrons;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9758;Hypocnemis ochrogyna;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9549;Lepidothrix iris;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9555;Lepidothrix vilasboasi;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
8787;Lophornis gouldii;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
8676;Morphnus guianensis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9803;Myrmotherula klagesi;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
8988;Neomorphus geoffroyi amazonicus;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
8993;Neomorphus squamiger;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9086;Penelope pileata;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
8791;Phaethornis aethopygus;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
8794;Phaethornis major;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9822;Phlegopsis nigromaculata confinis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9823;Phlegopsis nigromaculata paraensis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10353;Piculus paraensis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10371;Picumnus varzeae;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9573;Piprites chloris grisescens;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9200;Procnias albus wallacei;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9098;Psophia dextralis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9099;Psophia interjecta;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9102;Psophia obscura;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10385;Pteroglossus bitorquatus bitorquatus;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10518;Pyrilia vulturina;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10525;Pyrrhura lepida;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9832;Rhegmatorhina gymnops;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10218;Serpophaga hypoleuca pallida;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10227;Stigmatura napensis napensis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9396;Synallaxis kollari;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10031;Tangara velia signata;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9867;Thamnophilus nigrocinereus tschudii;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10611;Tinamus tao;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
9263;Xiphocolaptes carajaensis;CEMAVE_16.01;(Finalizado) Aves da Amazônia - 1º ciclo
10471;Anodorhynchus leari;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
8748;Augastes lumachella;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9163;Conopophaga cearae;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
10595;Crypturellus zabele;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9727;Formicivora grantsaui;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9623;Hemitriccus mirandae;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9167;Conopophaga melanops nigrifrons;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9259;Lepidocolaptes wagleri;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
8673;Leptodon forbesi;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9788;Myrmoderus ruficauda;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
8990;Neomorphus geoffroyi geoffroyi;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9092;Odontophorus capueira plumbeicollis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9082;Penelope jacucaca;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9639;Phylloscartes beckeri;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9648;Phylloscartes roquettei;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
10202;Platyrinchus mystaceus niveigularis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9829;Pyriglena pernambucensis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
10524;Pyrrhura griseipectus;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9836;Rhopornis ardesiacus;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9678;Sclerurus cearensis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9597;Scytalopus diamantinensis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
10400;Selenidera gouldii baturitensis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9306;Spinus yarrellii;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9395;Synallaxis infuscata;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
10010;Tangara cyanocephala cearensis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
10016;Tangara fastuosa;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9846;Terenura sicki;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
8817;Thalurania watertonii;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9856;Thamnophilus caerulescens cearensis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9857;Thamnophilus caerulescens pernambucensis;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
10268;Xenops minutus alagoanus;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9264;Xiphocolaptes falcirostris;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9267;Xiphorhynchus atlanticus;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9273;Xiphorhynchus guttatoides gracilirostris;CEMAVE_25.02;Aves da Caatinga - 2º ciclo
9064;Aburria jacutinga;CEMAVE_20.01;Aves da Mata Atlântica
9308;Acrobatornis fonsecai;CEMAVE_20.01;Aves da Mata Atlântica
8645;Amadonastur lacernulatus;CEMAVE_20.01;Aves da Mata Atlântica
10111;Attila spadiceus uropygiatus;CEMAVE_20.01;Aves da Mata Atlântica
9323;Automolus lammi;CEMAVE_20.01;Aves da Mata Atlântica
9575;Calyptura cristata;CEMAVE_20.01;Aves da Mata Atlântica
9219;Campylorhamphus trochilirostris trochilirostris;CEMAVE_20.01;Aves da Mata Atlântica
9180;Carpornis melanocephala;CEMAVE_20.01;Aves da Mata Atlântica
9147;Caryothraustes canadensis frontalis;CEMAVE_20.01;Aves da Mata Atlântica
10327;Celeus flavus subflavus;CEMAVE_20.01;Aves da Mata Atlântica
10335;Celeus torquatus tinnunculus;CEMAVE_20.01;Aves da Mata Atlântica
10085;Cichlopsis leucogenys;CEMAVE_20.01;Aves da Mata Atlântica
8941;Paraclaravis geoffroyi;CEMAVE_20.01;Aves da Mata Atlântica
9163;Conopophaga cearae;CEMAVE_20.01;Aves da Mata Atlântica
9164;Conopophaga lineata lineata;CEMAVE_20.01;Aves da Mata Atlântica
9167;Conopophaga melanops nigrifrons;CEMAVE_20.01;Aves da Mata Atlântica
9889;Coryphaspiza melanotis;CEMAVE_20.01;Aves da Mata Atlântica
9185;Cotinga maculata;CEMAVE_20.01;Aves da Mata Atlântica
9066;Crax blumenbachii;CEMAVE_20.01;Aves da Mata Atlântica
10594;Crypturellus noctivagus noctivagus Crypturellus noctivagus;CEMAVE_20.01;Aves da Mata Atlântica
9455;Anumara forbesi;CEMAVE_20.01;Aves da Mata Atlântica
9229;Dendrocincla taunayi;CEMAVE_20.01;Aves da Mata Atlântica
8765;Discosura langsdorffi langsdorffi;CEMAVE_20.01;Aves da Mata Atlântica
10341;Celeus galeatus;CEMAVE_20.01;Aves da Mata Atlântica
9713;Dysithamnus plumbeus;CEMAVE_20.01;Aves da Mata Atlântica
10137;Elaenia ridleyana;CEMAVE_20.01;Aves da Mata Atlântica
9592;Eleoscytalopus psychopompus;CEMAVE_20.01;Aves da Mata Atlântica
9726;Formicivora erythronotos;CEMAVE_20.01;Aves da Mata Atlântica
9730;Formicivora littoralis;CEMAVE_20.01;Aves da Mata Atlântica
9732;Formicivora paludicola;CEMAVE_20.01;Aves da Mata Atlântica
9673;Geositta poeciloptera;CEMAVE_20.01;Aves da Mata Atlântica
8771;Glaucis dohrnii;CEMAVE_20.01;Aves da Mata Atlântica
9416;Grallaria varia intercedens;CEMAVE_20.01;Aves da Mata Atlântica
8667;Harpia harpyja;CEMAVE_20.01;Aves da Mata Atlântica
9612;Hemitriccus furcatus;CEMAVE_20.01;Aves da Mata Atlântica
9615;Hemitriccus griseipectus naumburgae;CEMAVE_20.01;Aves da Mata Atlântica
9619;Hemitriccus kaempferi;CEMAVE_20.01;Aves da Mata Atlântica
9623;Hemitriccus mirandae;CEMAVE_20.01;Aves da Mata Atlântica
9745;Herpsilochmus pileatus;CEMAVE_20.01;Aves da Mata Atlântica
10040;Iodopleura pipra;CEMAVE_20.01;Aves da Mata Atlântica
8673;Leptodon forbesi;CEMAVE_20.01;Aves da Mata Atlântica
9595;Merulaxis stresemanni;CEMAVE_20.01;Aves da Mata Atlântica
8973;Momotus momota marcgravianus;CEMAVE_20.01;Aves da Mata Atlântica
9030;Monasa morphoeus morphoeus;CEMAVE_20.01;Aves da Mata Atlântica
8676;Morphnus guianensis;CEMAVE_20.01;Aves da Mata Atlântica
9788;Myrmoderus ruficauda;CEMAVE_20.01;Aves da Mata Atlântica
9799;Myrmotherula fluminensis;CEMAVE_20.01;Aves da Mata Atlântica
9806;Myrmotherula minor;CEMAVE_20.01;Aves da Mata Atlântica
9810;Myrmotherula snowi;CEMAVE_20.01;Aves da Mata Atlântica
9814;Myrmotherula urosticta;CEMAVE_20.01;Aves da Mata Atlântica
9926;Nemosia rourei;CEMAVE_20.01;Aves da Mata Atlântica
8989;Neomorphus geoffroyi dulcis;CEMAVE_20.01;Aves da Mata Atlântica
8990;Neomorphus geoffroyi geoffroyi;CEMAVE_20.01;Aves da Mata Atlântica
9560;Neopelma aurifrons;CEMAVE_20.01;Aves da Mata Atlântica
9139;Nyctibius aethereus aethereus;CEMAVE_20.01;Aves da Mata Atlântica
9143;Nyctibius leucopterus;CEMAVE_20.01;Aves da Mata Atlântica
9092;Odontophorus capueira plumbeicollis;CEMAVE_20.01;Aves da Mata Atlântica
9074;Ortalis remota;CEMAVE_20.01;Aves da Mata Atlântica
9078;Pauxi mitu;CEMAVE_20.01;Aves da Mata Atlântica
9087;Penelope superciliaris alagoensis;CEMAVE_20.01;Aves da Mata Atlântica
8802;Phaethornis margarettae;CEMAVE_20.01;Aves da Mata Atlântica
8801;Phaethornis margarettae camargoi;CEMAVE_20.01;Aves da Mata Atlântica
9639;Phylloscartes beckeri;CEMAVE_20.01;Aves da Mata Atlântica
9640;Phylloscartes ceciliae;CEMAVE_20.01;Aves da Mata Atlântica
10354;Piculus polyzonus;CEMAVE_20.01;Aves da Mata Atlântica
10510;Pionus reichenowi;CEMAVE_20.01;Aves da Mata Atlântica
10202;Platyrinchus mystaceus niveigularis;CEMAVE_20.01;Aves da Mata Atlântica
10570;Pulsatrix perspicillata pulsatrix;CEMAVE_20.01;Aves da Mata Atlântica
9826;Pyriglena atra;CEMAVE_20.01;Aves da Mata Atlântica
9829;Pyriglena pernambucensis;CEMAVE_20.01;Aves da Mata Atlântica
10520;Pyrrhura cruentata;CEMAVE_20.01;Aves da Mata Atlântica
10529;Pyrrhura leucotis;CEMAVE_20.01;Aves da Mata Atlântica
9836;Rhopornis ardesiacus;CEMAVE_20.01;Aves da Mata Atlântica
10058;Schiffornis turdina intermedia;CEMAVE_20.01;Aves da Mata Atlântica
9676;Sclerurus caudacutus caligineus;CEMAVE_20.01;Aves da Mata Atlântica
9677;Sclerurus caudacutus umbretta;CEMAVE_20.01;Aves da Mata Atlântica
9679;Sclerurus macconnelli bahiae;CEMAVE_20.01;Aves da Mata Atlântica
9598;Scytalopus gonzagai;CEMAVE_20.01;Aves da Mata Atlântica
9599;Scytalopus iraiensis;CEMAVE_20.01;Aves da Mata Atlântica
9306;Spinus yarrellii;CEMAVE_20.01;Aves da Mata Atlântica
9979;Sporophila falcirostris;CEMAVE_20.01;Aves da Mata Atlântica
9980;Sporophila frontalis;CEMAVE_20.01;Aves da Mata Atlântica
9987;Sporophila maximiliani;CEMAVE_20.01;Aves da Mata Atlântica
10571;Strix huhula albomarginata;CEMAVE_20.01;Aves da Mata Atlântica
9843;Formicivora acutirostris;CEMAVE_20.01;Aves da Mata Atlântica
9395;Synallaxis infuscata;CEMAVE_20.01;Aves da Mata Atlântica
10016;Tangara fastuosa;CEMAVE_20.01;Aves da Mata Atlântica
10023;Tangara peruviana;CEMAVE_20.01;Aves da Mata Atlântica
9846;Terenura sicki;CEMAVE_20.01;Aves da Mata Atlântica
8817;Thalurania watertonii;CEMAVE_20.01;Aves da Mata Atlântica
9849;Thamnomanes caesius caesius;CEMAVE_20.01;Aves da Mata Atlântica
9852;Thamnophilus aethiops distans;CEMAVE_20.01;Aves da Mata Atlântica
9857;Thamnophilus caerulescens pernambucensis;CEMAVE_20.01;Aves da Mata Atlântica
9412;Thripophaga macroura;CEMAVE_20.01;Aves da Mata Atlântica
10293;Tigrisoma fasciatum;CEMAVE_20.01;Aves da Mata Atlântica
9207;Lipaugus conditus;CEMAVE_20.01;Aves da Mata Atlântica
10541;Touit melanonotus;CEMAVE_20.01;Aves da Mata Atlântica
10543;Touit surdus;CEMAVE_20.01;Aves da Mata Atlântica
10613;Trogon collaris eytoni;CEMAVE_20.01;Aves da Mata Atlântica
8686;Urubitinga coronata;CEMAVE_20.01;Aves da Mata Atlântica
10264;Vireo gracilirostris;CEMAVE_20.01;Aves da Mata Atlântica
10268;Xenops minutus alagoanus;CEMAVE_20.01;Aves da Mata Atlântica
9208;Xipholena atropurpurea;CEMAVE_20.01;Aves da Mata Atlântica
9267;Xiphorhynchus atlanticus;CEMAVE_20.01;Aves da Mata Atlântica
10103;Alectrurus tricolor;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9495;Anthus nattereri;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9317;Asthenes hudsoni;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
8657;Circus cinereus;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9341;Coryphistera alaudina;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9909;Gubernatrix cristata;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9358;Leptasthenura platensis;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9136;Laterallus spilopterus;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9381;Pseudoseisura lophotes;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9599;Scytalopus iraiensis;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9971;Sporophila beltoni;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
9982;Sporophila hypoxantha;CEMAVE_22.02;Aves dos Campos Sulinos - 2º ciclo
